Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language,LogFamilyIncome,FamilyIncomeGreaterThanOrEqualTo150000
Sub 1,158400,Married,4,0,2,9,Single detached,2,1,Mortgage,Before 1939,3800,100,No,Oil,2200,English,11.97287876,TRUE
Sub 1,158500,Married,3,0,2,7,Single detached,2,0,Mortgage,Before 1939,400,120,No,Gas,2100,English,11.97350987,TRUE
Sub 1,158500,Married,4,1,5,9,Single detached,5,3,Mortgage,1960-1969,1900,350,No,Oil,1800,English,11.97350987,TRUE
Sub 1,158500,Married,5,0,2,21,Single detached,1,1,Mortgage,Before 1939,1700,140,No,Gas,600,English,11.97350987,TRUE
Sub 1,158570,Married,3,0,3,6,Single detached,3,3,Mortgage,Before 1939,2900,160,No,Oil,1000,English,11.97395142,TRUE
Sub 1,158600,Male Head,4,0,2,8,Single detached,2,1,Mortgage,1970-1979,2100,370,No,Oil,4000,English,11.97414059,TRUE
Sub 1,158600,Married,1,0,2,4,Single attached,1,1,Rented,1980-1989,1400,100,No,Gas,0,Asian Pacific,11.97414059,TRUE
Sub 1,158600,Married,3,0,2,6,Single attached,2,0,Mortgage,1980-1989,2840,120,No,Gas,100,English,11.97414059,TRUE
Sub 1,158600,Married,3,1,3,6,Single detached,2,3,Mortgage,Before 1939,800,100,No,Oil,0,English,11.97414059,TRUE
Sub 1,158600,Married,3,2,5,7,Single detached,2,3,Mortgage,1950-1959,2200,220,No,Gas,500,English,11.97414059,TRUE
Sub 1,158600,Married,4,0,5,8,Single detached,3,3,Mortgage,1960-1969,700,250,No,Gas,1500,English,11.97414059,TRUE
Sub 1,158690,Married,4,0,5,6,Single detached,4,3,Mortgage,1970-1979,990,80,No,Gas,450,English,11.97470789,TRUE
Sub 1,158700,Married,4,0,2,9,Single detached,2,1,Mortgage,1990-1999,1800,250,No,Oil,600,English,11.97477091,TRUE
Sub 1,158700,Married,4,0,4,6,Single attached,1,3,Mortgage,Before 1939,3500,400,No,Electricity,1300,Other,11.97477091,TRUE
Sub 1,158700,Married,4,0,6,8,Single detached,4,2,Mortgage,1940-1949,2000,170,Yes,Oil,2400,Spanish,11.97477091,TRUE
Sub 1,158800,Married,5,0,5,9,Single detached,3,3,Mortgage,Before 1939,1700,200,No,Electricity,300,English,11.97540083,TRUE
Sub 1,158950,Married,3,0,7,7,Single attached,3,3,Mortgage,1990-1999,1000,200,No,Gas,1800,English,11.97634497,TRUE
Sub 1,159000,Female Head,3,0,3,7,Single detached,2,2,Mortgage,1970-1979,1800,230,No,Oil,1100,English,11.97665948,TRUE
Sub 1,159000,Female Head,8,0,8,9,Single detached,3,3,Mortgage,Before 1939,2500,250,No,Oil,140,English,11.97665948,TRUE
Sub 1,159000,Married,3,0,2,5,Single attached,3,2,Mortgage,2000-2004,2300,30,No,Gas,1000,English,11.97665948,TRUE
Sub 1,159000,Married,3,0,2,7,Single attached,2,1,Mortgage,Before 1939,3200,90,No,Gas,1600,English,11.97665948,TRUE
Sub 1,159000,Married,3,0,2,7,Single detached,5,1,Mortgage,1960-1969,2000,130,No,Gas,2000,Spanish,11.97665948,TRUE
Sub 1,159000,Married,3,0,3,5,Single attached,2,3,Mortgage,1940-1949,1800,130,No,Gas,1200,English,11.97665948,TRUE
Sub 1,159000,Married,3,0,3,5,Single detached,4,3,Mortgage,1950-1959,2800,160,No,Oil,1500,Asian Pacific,11.97665948,TRUE
Sub 1,159000,Married,3,0,3,5,Single detached,5,3,Mortgage,1960-1969,820,90,No,Gas,370,English,11.97665948,TRUE
Sub 1,159000,Married,3,0,4,5,Single attached,2,3,Mortgage,1940-1949,1300,150,No,Gas,580,Asian Pacific,11.97665948,TRUE
Sub 1,159000,Married,3,0,4,7,Single detached,4,3,Mortgage,1970-1979,420,170,No,Gas,450,English,11.97665948,TRUE
Sub 1,159000,Married,3,1,3,6,Single attached,2,2,Mortgage,1990-1999,2300,70,No,Gas,1000,Spanish,11.97665948,TRUE
Sub 1,159000,Married,3,1,3,9,Single detached,2,2,Mortgage,2000-2004,3500,160,No,Gas,2500,English,11.97665948,TRUE
Sub 1,159000,Married,3,1,3,9,Single detached,3,2,Mortgage,1960-1969,1700,310,No,Oil,600,English,11.97665948,TRUE
Sub 1,159000,Married,3,1,4,7,Single detached,3,3,Mortgage,1990-1999,700,100,No,Gas,650,English,11.97665948,TRUE
Sub 1,159000,Married,3,2,4,5,Single attached,2,2,Mortgage,1990-1999,1100,260,No,Gas,1000,Other European,11.97665948,TRUE
Sub 1,159000,Married,3,3,5,7,Single detached,3,3,Mortgage,1990-1999,1200,110,No,Gas,500,English,11.97665948,TRUE
Sub 1,159000,Married,3,3,5,9,Single detached,2,2,Mortgage,1950-1959,1500,180,No,Oil,960,Other European,11.97665948,TRUE
Sub 1,159000,Married,4,0,2,8,Single detached,1,0,Mortgage,1960-1969,2900,200,No,Gas,3000,English,11.97665948,TRUE
Sub 1,159000,Married,4,0,4,10,Single attached,4,3,Mortgage,1940-1949,2500,300,No,Oil,1300,English,11.97665948,TRUE
Sub 1,159000,Married,4,0,5,7,Single attached,2,3,Mortgage,1940-1949,2000,330,No,Gas,1800,Spanish,11.97665948,TRUE
Sub 1,159000,Married,4,1,4,7,Single detached,3,3,Mortgage,1950-1959,2200,400,No,Gas,1200,English,11.97665948,TRUE
Sub 1,159000,Married,4,1,5,8,Single detached,2,3,Mortgage,1960-1969,3000,170,No,Gas,1200,English,11.97665948,TRUE
Sub 1,159000,Married,4,2,4,6,Single detached,1,2,Mortgage,1950-1959,2600,130,No,Gas,1000,English,11.97665948,TRUE
Sub 1,159000,Married,8,0,3,21,Single detached,4,3,Mortgage,Before 1939,1400,300,No,Gas,6600,English,11.97665948,TRUE
Sub 1,159100,Married,2,2,4,5,Single detached,2,2,Mortgage,1970-1979,1300,220,No,Gas,1300,English,11.97728821,TRUE
Sub 1,159100,Married,3,0,4,10,Single attached,3,3,Mortgage,Before 1939,1000,100,No,Gas,1900,English,11.97728821,TRUE
Sub 1,159200,Married,3,0,2,7,Single detached,2,2,Mortgage,Before 1939,1500,40,No,Oil,1100,English,11.97791655,TRUE
Sub 1,159200,Married,3,1,4,6,Single detached,2,3,Mortgage,1950-1959,860,80,No,Gas,570,English,11.97791655,TRUE
Sub 1,159200,Married,4,2,4,9,Single detached,2,2,Mortgage,1990-1999,2780,250,No,Gas,2300,English,11.97791655,TRUE
Sub 1,159300,Married,3,0,2,6,Single detached,3,2,Mortgage,1970-1979,720,310,No,Electricity,300,English,11.9785445,TRUE
Sub 1,159300,Married,3,0,3,6,Single detached,3,2,Mortgage,1950-1959,2400,100,No,Gas,1800,Asian Pacific,11.9785445,TRUE
Sub 1,159300,Married,3,0,3,8,Single detached,3,3,Mortgage,1940-1949,570,150,No,Gas,680,English,11.9785445,TRUE
Sub 1,159330,Male Head,4,0,3,9,Single detached,3,1,Mortgage,Before 1939,1500,150,No,Oil,1300,English,11.9787328,TRUE
Sub 1,159400,Married,5,2,6,11,Single detached,1,2,Mortgage,Before 1939,2000,240,Yes,Gas,1300,English,11.97917205,TRUE
Sub 1,159500,Married,3,1,3,5,Single detached,2,2,Mortgage,2000-2004,1700,220,No,Oil,400,English,11.9797992,TRUE
Sub 1,159500,Married,4,0,2,8,Single detached,2,2,Mortgage,1950-1959,1700,240,No,Gas,820,English,11.9797992,TRUE
Sub 1,159501,Married,4,3,5,8,Single detached,2,2,Mortgage,1990-1999,2000,300,No,Gas,400,English,11.97980547,TRUE
Sub 1,159600,Married,3,0,3,6,Single detached,1,1,Mortgage,1950-1959,2000,140,Yes,Oil,1200,English,11.98042596,TRUE
Sub 1,159600,Married,3,1,4,8,Single detached,3,3,Mortgage,1990-1999,1700,130,No,Gas,0,Spanish,11.98042596,TRUE
Sub 1,159600,Married,4,1,4,8,Single detached,4,3,Mortgage,1970-1979,3000,300,No,Oil,1100,Other European,11.98042596,TRUE
Sub 1,159600,Married,4,2,6,7,Single detached,3,3,Mortgage,1970-1979,1400,150,No,Gas,1900,Other European,11.98042596,TRUE
Sub 1,159680,Married,4,0,2,9,Single detached,3,2,Mortgage,1980-1989,710,150,No,Gas,800,English,11.98092709,TRUE
Sub 1,159700,Male Head,5,0,8,9,Single detached,4,3,Mortgage,1960-1969,1800,310,No,Gas,2100,English,11.98105233,TRUE
Sub 1,159700,Married,3,3,5,9,Single detached,2,2,Mortgage,Before 1939,1500,180,No,Gas,1300,Spanish,11.98105233,TRUE
Sub 1,159700,Married,5,0,6,7,Single detached,5,3,Mortgage,1980-1989,2300,500,No,Electricity,700,English,11.98105233,TRUE
Sub 1,159800,Married,3,0,4,7,Single detached,4,3,Mortgage,1970-1979,1100,130,No,Gas,800,English,11.98167831,TRUE
Sub 1,159800,Married,4,0,4,10,Single detached,3,3,Mortgage,1990-1999,1600,100,No,Gas,600,English,11.98167831,TRUE
Sub 1,159840,Married,4,0,2,10,Single detached,3,2,Mortgage,1960-1969,640,140,No,Oil,990,English,11.98192859,TRUE
Sub 1,159860,Married,4,0,4,7,Single detached,3,3,Mortgage,1940-1949,250,200,No,Oil,1200,Spanish,11.98205371,TRUE
Sub 1,160000,Male Head,3,0,2,6,Single detached,2,1,Mortgage,1940-1949,180,160,No,Gas,2200,Other European,11.98292909,TRUE
Sub 1,160000,Male Head,3,2,3,7,Single detached,1,1,Mortgage,Before 1939,1600,50,No,Gas,600,English,11.98292909,TRUE
Sub 1,160000,Married,0,2,4,1,Single detached,2,2,Mortgage,1940-1949,3500,160,No,Gas,3500,English,11.98292909,TRUE
Sub 1,160000,Married,1,0,3,6,Single attached,2,2,Mortgage,1950-1959,3000,120,No,Gas,2500,Asian Pacific,11.98292909,TRUE
Sub 1,160000,Married,2,1,3,5,Single attached,2,2,Mortgage,1990-1999,1800,200,No,Gas,1200,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,4,Single detached,2,2,Mortgage,2006,1400,50,No,Gas,400,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,5,Single detached,2,2,Mortgage,1960-1969,2000,230,No,Gas,1200,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,6,Single detached,0,2,Mortgage,1940-1949,1400,70,No,Gas,0,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,6,Single detached,2,2,Mortgage,1950-1959,1800,120,No,Gas,1200,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,6,Single detached,3,2,Mortgage,1960-1969,2800,150,No,Electricity,0,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,7,Single detached,3,2,Mortgage,1970-1979,880,230,No,Oil,1700,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,7,Single detached,4,2,Mortgage,Before 1939,530,120,No,Gas,1500,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,7,Single detached,4,2,Mortgage,1960-1969,3500,400,No,Oil,3000,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,8,Single detached,2,2,Mortgage,1940-1949,2300,110,No,Gas,3800,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,11,Single detached,2,2,Mortgage,1970-1979,2100,130,No,Oil,700,Other European,11.98292909,TRUE
Sub 1,160000,Married,3,0,2,21,Single detached,2,2,Mortgage,1970-1979,3000,160,No,Gas,3600,Other European,11.98292909,TRUE
Sub 1,160000,Married,3,0,3,5,Single detached,3,2,Mortgage,1960-1969,900,160,No,Gas,300,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,3,6,Single detached,2,3,Mortgage,1960-1969,1100,110,No,Gas,0,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,3,6,Single detached,3,2,Mortgage,Before 1939,2100,200,No,Gas,1100,Spanish,11.98292909,TRUE
Sub 1,160000,Married,3,0,3,7,Single attached,3,3,Mortgage,1970-1979,1700,190,No,Gas,900,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,3,7,Single detached,3,3,Mortgage,1970-1979,600,80,No,Gas,1000,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,3,9,Single detached,3,3,Mortgage,1980-1989,1500,200,No,Gas,500,English,11.98292909,TRUE
Sub 1,160000,Married,3,0,4,6,Single attached,1,3,Mortgage,1940-1949,960,120,No,Gas,850,Spanish,11.98292909,TRUE
Sub 1,160000,Married,3,1,3,6,Single detached,2,2,Mortgage,1940-1949,2400,120,No,Gas,800,English,11.98292909,TRUE
Sub 1,160000,Married,3,1,3,6,Single detached,2,2,Mortgage,1960-1969,2700,500,No,Gas,1800,English,11.98292909,TRUE
Sub 1,160000,Married,3,1,3,8,Single detached,3,2,Mortgage,Before 1939,2200,300,No,Gas,800,English,11.98292909,TRUE
Sub 1,160000,Married,3,1,4,7,Single detached,3,2,Mortgage,1950-1959,650,250,No,Gas,1500,English,11.98292909,TRUE
Sub 1,160000,Married,3,1,4,7,Single detached,3,3,Mortgage,1980-1989,930,300,No,Oil,700,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,5,Single attached,1,2,Mortgage,2000-2004,600,180,No,Gas,1700,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,5,Single detached,1,1,Rented,Before 1939,2000,150,No,Gas,0,Other European,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,6,Single detached,2,1,Mortgage,Before 1939,2800,330,No,Gas,1100,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,6,Single detached,2,2,Mortgage,1950-1959,2200,160,No,Oil,1200,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,6,Single detached,3,2,Mortgage,Before 1939,3000,400,No,Gas,2200,Spanish,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,7,Single attached,2,1,Rented,Before 1939,2300,150,No,Gas,0,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,7,Single detached,2,2,Mortgage,1940-1949,1900,230,No,Gas,1200,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,7,Single detached,2,2,Mortgage,1950-1959,1900,300,No,Oil,1200,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,1200,100,No,Oil,2400,Spanish,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,1900,200,No,Gas,1300,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,8,Single detached,2,2,Mortgage,1950-1959,2600,180,No,Oil,1400,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,8,Single detached,2,2,Mortgage,Before 1939,2000,180,No,Gas,900,English,11.98292909,TRUE
Sub 1,160000,Married,3,2,4,8,Single detached,2,2,Mortgage,1960-1969,1100,100,No,Gas,0,English,11.98292909,TRUE
Sub 1,160000,Married,3,3,5,7,Single detached,2,2,Mortgage,1970-1979,2400,240,No,Oil,2000,Other European,11.98292909,TRUE
Sub 1,160000,Married,3,3,5,8,Single attached,1,1,Mortgage,Before 1939,4500,100,No,Gas,2800,Asian Pacific,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,6,Single detached,2,2,Mortgage,Before 1939,1700,160,No,Gas,1200,English,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,7,Single detached,2,2,Mortgage,2000-2004,1000,100,No,Gas,150,English,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,8,Single detached,1,1,Mortgage,1950-1959,4300,350,No,Gas,1500,English,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,8,Single detached,2,2,Mortgage,1970-1979,2100,160,No,Gas,500,English,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,8,Single detached,2,2,Mortgage,1960-1969,1000,130,No,Oil,800,English,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,8,Single detached,4,2,Mortgage,1980-1989,1500,100,No,Gas,550,English,11.98292909,TRUE
Sub 1,160000,Married,4,0,2,10,Single detached,4,2,Mortgage,1970-1979,3000,200,No,Oil,2000,Spanish,11.98292909,TRUE
Sub 1,160000,Married,4,0,4,7,Single detached,4,3,Rented,1990-1999,600,500,No,Oil,0,English,11.98292909,TRUE
Sub 1,160000,Married,4,1,3,5,Single detached,2,1,Mortgage,1960-1969,1800,200,No,Gas,2000,Other European,11.98292909,TRUE
Sub 1,160000,Married,4,1,4,6,Single detached,4,3,Mortgage,Before 1939,3000,500,No,Gas,1300,Spanish,11.98292909,TRUE
Sub 1,160000,Married,4,2,4,6,Single detached,2,1,Mortgage,1950-1959,500,200,No,Gas,400,English,11.98292909,TRUE
Sub 1,160000,Married,4,2,4,7,Single detached,2,2,Mortgage,1950-1959,2000,180,No,Gas,1500,English,11.98292909,TRUE
Sub 1,160000,Married,4,2,4,8,Single detached,2,1,Mortgage,1950-1959,2800,190,No,Gas,900,English,11.98292909,TRUE
Sub 1,160000,Married,4,2,4,9,Single detached,2,1,Mortgage,1950-1959,6500,400,No,Gas,4000,Asian Pacific,11.98292909,TRUE
Sub 1,160000,Married,4,2,4,10,Single detached,2,2,Mortgage,1990-1999,1800,90,No,Gas,700,English,11.98292909,TRUE
Sub 1,160000,Married,4,3,5,7,Single detached,1,1,Mortgage,Before 1939,6500,200,No,Oil,500,English,11.98292909,TRUE
Sub 1,160000,Married,4,3,5,10,Single detached,2,2,Mortgage,1990-1999,1700,220,No,Gas,0,Other European,11.98292909,TRUE
Sub 1,160000,Married,5,2,4,8,Single detached,2,2,Mortgage,Before 1939,2200,120,No,Gas,800,English,11.98292909,TRUE
Sub 1,160020,Married,4,2,4,9,Single detached,2,2,Mortgage,1950-1959,1400,80,No,Gas,500,English,11.98305409,TRUE
Sub 1,160040,Married,3,0,2,6,Single detached,2,2,Mortgage,1970-1979,500,150,No,Gas,1000,English,11.98317906,TRUE
Sub 1,160100,Married,3,2,4,6,Single detached,2,2,Mortgage,1950-1959,1600,150,No,Gas,1100,English,11.9835539,TRUE
Sub 1,160100,Married,4,1,3,8,Single detached,2,3,Mortgage,1990-1999,2600,200,No,Oil,2200,English,11.9835539,TRUE
Sub 1,160100,Married,4,2,6,7,Single detached,2,3,Mortgage,1950-1959,860,80,No,Gas,800,English,11.9835539,TRUE
Sub 1,160200,Married,2,2,4,5,Single detached,2,1,Mortgage,1950-1959,3200,460,No,Gas,1000,Other European,11.98417831,TRUE
Sub 1,160200,Married,3,2,4,6,Single detached,2,2,Mortgage,1960-1969,2600,90,No,Gas,850,Asian Pacific,11.98417831,TRUE
Sub 1,160200,Married,3,2,4,8,Single detached,2,2,Mortgage,Before 1939,4000,240,No,Oil,1800,English,11.98417831,TRUE
Sub 1,160200,Married,4,2,5,7,Single detached,2,3,Mortgage,1940-1949,1000,290,No,Oil,1100,Other European,11.98417831,TRUE
Sub 1,160210,Male Head,3,0,3,7,Single detached,2,2,Mortgage,1940-1949,1500,120,No,Oil,850,Asian Pacific,11.98424073,TRUE
Sub 1,160250,Married,3,0,2,6,Single detached,2,2,Mortgage,1940-1949,1400,130,No,Oil,800,English,11.98449037,TRUE
Sub 1,160300,Married,4,1,5,6,Single detached,3,3,Mortgage,2007,1900,360,No,Oil,900,English,11.98480234,TRUE
Sub 1,160310,Married,3,0,3,6,Single detached,4,3,Mortgage,1950-1959,1500,250,No,Gas,1000,English,11.98486472,TRUE
Sub 1,160400,Male Head,5,0,4,8,Single detached,2,2,Rented,1950-1959,2000,200,No,Oil,0,Asian Pacific,11.98542597,TRUE
Sub 1,160500,Female Head,4,0,4,8,Single detached,3,3,Mortgage,1980-1989,1400,290,No,Oil,1400,English,11.98604922,TRUE
Sub 1,160500,Married,3,0,2,7,Single detached,2,2,Mortgage,2008,2400,30,No,Gas,700,English,11.98604922,TRUE
Sub 1,160500,Married,3,0,5,6,Single detached,4,3,Mortgage,1940-1949,1200,220,No,Oil,1200,English,11.98604922,TRUE
Sub 1,160500,Married,3,0,7,6,Single attached,2,3,Mortgage,1950-1959,1500,290,No,Gas,250,English,11.98604922,TRUE
Sub 1,160500,Married,3,1,3,6,Single detached,3,2,Mortgage,1950-1959,1900,290,No,Gas,2400,English,11.98604922,TRUE
Sub 1,160500,Married,3,2,4,7,Single detached,2,2,Mortgage,1980-1989,2300,150,No,Gas,2300,English,11.98604922,TRUE
Sub 1,160500,Married,4,1,5,8,Single detached,3,3,Mortgage,1950-1959,2800,350,No,Oil,650,Spanish,11.98604922,TRUE
Sub 1,160600,Female Head,4,1,3,10,Single detached,3,1,Mortgage,1980-1989,3100,280,No,Gas,1200,English,11.98667208,TRUE
Sub 1,160600,Married,3,0,4,10,Single detached,3,3,Mortgage,1950-1959,1700,200,No,Gas,2000,Asian Pacific,11.98667208,TRUE
Sub 1,160600,Married,3,0,5,6,Single detached,2,3,Mortgage,1950-1959,2200,140,Yes,Oil,930,English,11.98667208,TRUE
Sub 1,160600,Married,4,0,2,8,Single detached,2,2,Mortgage,1950-1959,790,40,No,Gas,250,English,11.98667208,TRUE
Sub 1,160600,Married,4,0,3,8,Single detached,2,2,Mortgage,1950-1959,2800,200,No,Oil,1400,English,11.98667208,TRUE
Sub 1,160600,Married,4,1,4,10,Single detached,4,3,Mortgage,2000-2004,3100,150,No,Gas,1000,English,11.98667208,TRUE
Sub 1,160600,Married,8,0,8,12,Single detached,6,3,Mortgage,1990-1999,2740,500,No,Gas,1500,Spanish,11.98667208,TRUE
Sub 1,160600,Married,8,0,13,12,Single detached,1,3,Mortgage,1950-1959,1600,180,Yes,Gas,1400,English,11.98667208,TRUE
Sub 1,160670,Married,4,0,2,9,Single detached,4,2,Mortgage,1990-1999,820,160,No,Gas,0,English,11.98710785,TRUE
Sub 1,160690,Married,4,1,5,7,Single detached,3,3,Mortgage,1950-1959,720,320,No,Oil,1100,English,11.98723232,TRUE
Sub 1,160704,Married,2,0,2,6,Single detached,1,1,Rented,Before 1939,2600,170,No,Gas,0,English,11.98731944,TRUE
Sub 1,160800,Married,3,0,2,5,Single detached,2,2,Mortgage,Before 1939,240,140,No,Electricity,400,English,11.98791664,TRUE
Sub 1,160800,Married,3,3,5,7,Single detached,2,2,Mortgage,1960-1969,2300,150,No,Gas,1000,Spanish,11.98791664,TRUE
Sub 1,161000,Married,2,1,3,6,Single detached,2,2,Mortgage,1940-1949,610,150,No,Wood,1200,English,11.98915964,TRUE
Sub 1,161000,Married,2,1,3,6,Single detached,2,2,Mortgage,1950-1959,2900,300,No,Oil,1000,English,11.98915964,TRUE
Sub 1,161000,Married,3,0,3,6,Single detached,3,2,Mortgage,1990-1999,1900,240,No,Gas,700,English,11.98915964,TRUE
Sub 1,161000,Married,3,0,3,6,Single detached,3,2,Mortgage,Before 1939,2000,200,No,Oil,1100,English,11.98915964,TRUE
Sub 1,161000,Married,3,0,3,7,Single detached,2,3,Mortgage,1950-1959,3000,210,No,Gas,1700,Other European,11.98915964,TRUE
Sub 1,161000,Married,3,0,4,6,Single detached,3,3,Mortgage,Before 1939,890,200,No,Gas,1200,Other European,11.98915964,TRUE
Sub 1,161000,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,2400,170,No,Gas,1400,Other European,11.98915964,TRUE
Sub 1,161000,Married,4,0,2,7,Single detached,2,2,Mortgage,Before 1939,1200,130,No,Gas,600,English,11.98915964,TRUE
Sub 1,161000,Married,4,0,2,8,Single detached,3,2,Mortgage,1960-1969,750,360,No,Gas,1600,English,11.98915964,TRUE
Sub 1,161000,Married,4,0,3,8,Single detached,3,3,Mortgage,1960-1969,800,200,No,Gas,760,English,11.98915964,TRUE
Sub 1,161000,Married,4,1,3,6,Single detached,3,2,Mortgage,1990-1999,670,120,No,Oil,700,English,11.98915964,TRUE
Sub 1,161000,Married,4,2,4,11,Single detached,2,2,Mortgage,Before 1939,880,30,No,Gas,400,English,11.98915964,TRUE
Sub 1,161200,Married,8,0,8,10,Single detached,3,3,Mortgage,1960-1969,2300,330,No,Oil,1700,English,11.99040111,TRUE
Sub 1,161400,Married,3,0,3,6,Single detached,2,1,Mortgage,Before 1939,1800,220,No,Gas,1600,Spanish,11.99164103,TRUE
Sub 1,161400,Married,3,0,5,8,Single detached,2,3,Mortgage,1970-1979,1800,330,No,Oil,1000,English,11.99164103,TRUE
Sub 1,161500,Female Head,3,0,4,8,Single detached,3,2,Mortgage,1950-1959,4500,320,No,Electricity,0,Other European,11.99226042,TRUE
Sub 1,161520,Married,5,1,4,8,Single detached,4,3,Mortgage,1980-1989,2000,210,No,Electricity,600,English,11.99238425,TRUE
Sub 1,161600,Married,3,0,3,8,Single detached,2,2,Mortgage,Before 1939,2500,300,No,Gas,1200,English,11.99287943,TRUE
Sub 1,161600,Married,3,2,4,4,Single attached,2,2,Mortgage,1940-1949,1200,80,No,Gas,800,Other European,11.99287943,TRUE
Sub 1,161600,Married,3,2,4,6,Single detached,2,2,Mortgage,1940-1949,3000,110,No,Gas,1300,Spanish,11.99287943,TRUE
Sub 1,161640,Married,4,0,6,7,Single detached,3,3,Mortgage,Before 1939,2200,360,Yes,Oil,2600,Other European,11.99312692,TRUE
Sub 1,161734,Married,3,1,4,7,Single detached,3,3,Mortgage,1980-1989,1000,110,No,Oil,1400,English,11.99370829,TRUE
Sub 1,161800,Married,3,0,3,6,Single detached,4,3,Mortgage,1950-1959,3000,400,No,Oil,1500,English,11.99411628,TRUE
Sub 1,161800,Married,4,0,2,8,Single detached,2,2,Mortgage,1960-1969,1500,100,No,Gas,1200,English,11.99411628,TRUE
Sub 1,161800,Married,4,0,2,9,Single detached,2,2,Mortgage,Before 1939,1100,150,No,Gas,1500,English,11.99411628,TRUE
Sub 1,161800,Married,5,0,2,10,Single detached,2,2,Mortgage,1950-1959,3500,240,No,Oil,1400,English,11.99411628,TRUE
Sub 1,162000,Female Head,3,0,2,9,Single detached,2,1,Mortgage,1960-1969,1100,300,No,Gas,1300,Spanish,11.99535161,TRUE
Sub 1,162000,Female Head,3,0,3,6,Single detached,3,3,Mortgage,1970-1979,1200,180,No,Oil,900,English,11.99535161,TRUE
Sub 1,162000,Female Head,8,0,4,11,Single detached,3,3,Rented,1970-1979,900,300,Yes,Electricity,0,English,11.99535161,TRUE
Sub 1,162000,Male Head,5,0,3,9,Single detached,4,2,Mortgage,1940-1949,2000,240,No,Oil,1700,English,11.99535161,TRUE
Sub 1,162000,Married,2,0,2,6,Single detached,3,2,Mortgage,1950-1959,1900,250,No,Oil,1200,English,11.99535161,TRUE
Sub 1,162000,Married,3,0,2,5,Single detached,2,2,Mortgage,1950-1959,2300,90,No,Oil,1000,English,11.99535161,TRUE
Sub 1,162000,Married,3,0,2,6,Single detached,2,2,Mortgage,Before 1939,2700,290,No,Gas,300,English,11.99535161,TRUE
Sub 1,162000,Married,3,0,3,5,Single detached,2,3,Mortgage,1970-1979,1380,120,No,Gas,800,Spanish,11.99535161,TRUE
Sub 1,162000,Married,3,0,3,6,Single detached,0,2,Mortgage,1960-1969,1900,80,No,Oil,1000,English,11.99535161,TRUE
Sub 1,162000,Married,3,0,3,6,Single detached,4,3,Mortgage,1950-1959,1200,200,No,Oil,940,English,11.99535161,TRUE
Sub 1,162000,Married,3,0,3,7,Single attached,3,3,Mortgage,1940-1949,1800,170,No,Oil,1500,English,11.99535161,TRUE
Sub 1,162000,Married,3,0,4,6,Single detached,3,3,Mortgage,1950-1959,1800,190,No,Gas,1000,Spanish,11.99535161,TRUE
Sub 1,162000,Married,3,0,4,7,Single detached,2,3,Mortgage,1960-1969,2600,150,No,Oil,620,English,11.99535161,TRUE
Sub 1,162000,Married,3,1,3,8,Single detached,2,3,Mortgage,1980-1989,1300,190,No,Gas,910,English,11.99535161,TRUE
Sub 1,162000,Married,3,2,4,7,Single detached,2,2,Mortgage,1950-1959,2900,150,No,Oil,800,English,11.99535161,TRUE
